POINT_ID,NUTS0,NUTS1,NUTS2,TH_LAT,TH_LONG,DATE,OBS_TYPE,GPS_PROJ,GPS_PREC,GPS_LAT,GPS_LONG,GPS_ALT,OBS_DIST,OBS_DIR,LC1,LC1_SPECIES,LC1_PCT,LC2,LC2_SPECIES,LC2_PCT,OBS_RADIUS,LU1,LU2,AREA_SIZE,TREE_HEIGHT_SRV,FEATURE_WIDTH,LAND_MNGT,WM,WM_SOURCE,WM_TYPE,WM_DELIVERY,SOIL_TAKEN,SOIL_PLOUGH,SOIL_CROP,SOIL_STONES,TRANSECT,PHOTO_P,PHOTO_N,PHOTO_E,PHOTO_S,PHOTO_W
51743804,LV,LV0,LV00,56.58805649,23.97367912,14/08/2009,1,WGS84,3,56.58785,23.97384,3,30,1,E20,,5,8,,0,2,U111,8,2,0,0,2,3,0,0,0,3,0,0,0,E20 PI( B11 E20 B11 )PI,1,1,1,1,1
51783804,LV,LV0,LV00,56.58107379,24.03760412,14/08/2009,1,WGS84,7,56.58105,24.03768,6,5,1,E10,,5,8,,0,2,U111,8,2,2,2,2,3,0,0,0,3,0,0,0,E10 E20 31 14 E20,1,1,1,1,1
51823804,LV,LV0,LV00,56.5740597,24.10150743,14/08/2009,1,WGS84,3,56.57407,24.10149,21,1,1,B11,,1,8,,0,1,U111,8,3,0,0,2,3,0,0,0,3,0,0,0,B11,1,1,1,1,1
51923804,LV,LV0,LV00,56.5563873,24.26117033,26/06/2009,1,WGS84,3,56.55639,24.26118,23,0,1,E20,,5,8,,0,2,U111,8,3,0,0,2,3,0,0,0,3,0,0,0,E20 C10 E20 31 C10,1,1,1,1,1
51963804,LV,LV0,LV00,56.54926352,24.32499711,6/9/09,1,WGS84,3,56.54926,24.325,26,1,1,E30,,5,8,,0,2,U400,8,1,0,0,2,8,0,0,0,3,0,0,0,E30 61 E20 E10 C10 31 C10 62 C10 31 C10 E20 C10 PI( C10 )PI,1,1,1,1,1
52003804,LV,LV0,LV00,56.54210843,24.38880185,16/06/2009,1,WGS84,3,56.54212,24.38881,28,1,1,E10,,5,8,,0,2,U400,8,3,2,1,2,8,0,0,0,3,0,0,0,E10 E20 24 E20 61 B71,1,1,1,1,1
49983804,LV,LV0,LV00,56.86397755,21.14081707,23/07/2009,3,WGS84,5,56.86685,21.13636,6,420,1,C20,C22,5,8,,0,2,U120,8,4,2,2,3,8,0,0,0,3,0,0,0,PI( C20 )PI,8,1,1,1,1
50023804,LV,LV0,LV00,56.85839169,21.20561037,23/07/2009,1,WGS84,8,56.85784,21.2054,-2,63,1,G20,,5,8,,0,1,U130,8,4,0,0,3,8,0,0,0,3,0,0,0,G20 PI( C10 E20 C10 E20 )PI,1,1,1,1,1
50123804,LV,LV0,LV00,56.84428677,21.36751549,21/07/2009,1,WGS84,5,56.84427,21.36754,19,3,1,C20,C22,5,8,,0,2,U120,8,4,2,2,2,8,0,0,0,3,0,0,0,C20,1,1,1,1,1
50163804,LV,LV0,LV00,56.83858872,21.43224606,21/07/2009,3,WGS84,5,56.83828,21.42951,9,170,1,C30,C32,5,8,,0,2,U120,8,4,2,2,3,8,0,0,0,3,0,0,0,PI( C30 31 61 E20 )PI,8,1,1,1,1
50203804,LV,LV0,LV00,56.83285865,21.4969585,21/07/2009,1,WGS84,5,56.83282,21.49693,23,4,1,C30,C32,5,8,,0,2,U120,8,3,2,2,2,8,0,0,0,3,0,0,0,C30 C20,1,1,1,1,1
50303804,LV,LV0,LV00,56.81839346,21.65865967,16/06/2009,1,WGS84,4,56.81839,21.65866,47,1,2,C10,,5,8,,0,2,U120,8,1,8,8,2,3,0,0,0,1,2,1,1,E10 D10 23 E10 24 B11 B21 E30 62 E30 B11,1,1,1,1,1
50343804,LV,LV0,LV00,56.81255142,21.72330793,16/06/2009,1,WGS84,8,56.81245,21.72325,48,12,1,C10,C1D,5,8,,0,2,U120,U150,3,2,2,2,8,0,0,0,2,0,0,0,C10 E30 C10 31 E30 E20,1,1,1,1,1
50383804,LV,LV0,LV00,56.80667743,21.78793765,14/06/2009,1,WGS84,3,56.80669,21.788,69,1,1,B11,,5,8,,0,1,U111,8,3,0,0,2,3,0,0,0,1,1,1,1,B11 24 B11,1,1,1,1,1
50483804,LV,LV0,LV00,56.79185272,21.94943024,13/06/2009,1,WGS84,3,56.79186,21.9494,50,1,1,B11,,5,8,,0,1,U111,8,3,0,0,2,3,0,0,0,2,0,0,0,B11 E20 62 E20,1,1,1,1,1
50523804,LV,LV0,LV00,56.78586699,22.01399435,12/6/09,1,WGS84,6,56.78588,22.01399,32,1,1,E20,,5,8,,0,2,U112,8,3,0,0,2,3,0,0,0,1,2,1,1,E20 61 E20 24 E20 62 01 23 A E20 C20,1,1,1,1,1
50563804,LV,LV0,LV00,56.77984936,22.07853951,12/6/09,1,WGS84,4,56.77982,22.07856,70,4,1,C20,C22,5,8,,0,2,U120,8,3,2,2,2,8,0,0,0,3,0,0,0,C20 C30 C20,1,1,1,1,1
50663804,LV,LV0,LV00,56.76466589,22.23981892,3/8/09,3,WGS84,4,56.77082,22.25893,59,1350,1,C30,C32,5,8,,0,2,U120,8,4,2,2,3,8,0,0,0,3,0,0,0,PI( C30 )PI,8,1,1,1,1
50703804,LV,LV0,LV00,56.75853677,22.30429705,26/07/2009,1,WGS84,3,56.75854,22.30429,78,1,1,E20,,5,8,,0,2,U111,U150,3,0,0,2,3,0,0,0,2,0,0,0,E20 02 10 G20 15 C30 PI( C30 )PI,1,1,1,1,1
50743804,LV,LV0,LV00,56.75237583,22.36875583,26/07/2009,1,WGS84,3,56.75239,22.36875,84,2,1,B11,,5,8,,0,1,U111,8,2,0,0,2,3,0,0,0,3,0,0,0,B11 01 31 02 E20,1,1,1,1,1
52103804,LV,LV0,LV00,56.52408385,24.54821666,25/06/2009,1,WGS84,3,56.52408,24.54822,30,0,1,B14,,5,8,,0,1,U111,8,4,0,0,2,3,0,0,0,3,0,0,0,B14 01 C10 31 C10 01 B14,1,1,1,1,1
52143804,LV,LV0,LV00,56.51681933,24.61194356,25/06/2009,1,WGS84,3,56.51682,24.61195,36,1,1,B11,,5,8,,0,1,U111,8,4,0,0,2,5,0,0,0,3,0,0,0,B11,1,1,1,1,1
52183804,LV,LV0,LV00,56.50952358,24.67564805,5/7/09,1,WGS84,3,56.50951,24.67561,41,3,1,B11,,5,8,,0,1,U111,8,3,0,0,2,5,0,0,0,3,0,0,0,B11 E20 D10 C10,1,1,1,1,1
52283804,LV,LV0,LV00,56.49114772,24.83481065,5/7/09,1,WGS84,5,56.49118,24.83516,48,22,1,C10,C1B,5,8,,0,2,U120,8,3,2,2,2,8,0,0,0,3,0,0,0,C10 32 C10,1,1,1,1,1
52323804,LV,LV0,LV00,56.48374283,24.89843603,5/7/09,1,WGS84,8,56.48374,24.89851,39,5,1,C20,C21,5,8,,0,2,U120,8,4,2,2,2,8,0,0,0,3,0,0,0,C20 C10,1,1,1,1,1
52363804,LV,LV0,LV00,56.47630678,24.96203863,13/07/2009,3,WGS84,7,56.47509,24.96248,57,139,1,C10,C12,5,8,,0,2,U120,8,4,2,2,3,8,0,0,0,3,0,0,0,PI( C10 )PI,8,1,1,1,1
52463804,LV,LV0,LV00,56.45758054,25.12094494,8/7/09,1,WGS84,5,56.45755,25.12088,52,5,1,C20,C22,5,8,,0,2,U120,8,4,2,2,2,8,0,0,0,3,0,0,0,C20 C10 C20,1,1,1,1,1
52503804,LV,LV0,LV00,56.45003563,25.18446718,8/7/09,1,WGS84,4,56.45007,25.18451,73,5,1,C20,C21,5,8,,0,2,U120,8,4,2,2,2,8,0,0,0,3,0,0,0,C20 61 C20,1,1,1,1,1
52543804,LV,LV0,LV00,56.44245965,25.24796628,8/7/09,3,WGS84,4,56.44198,25.25337,76,336,1,E20,,5,8,,0,2,U111,8,3,0,0,3,5,0,0,0,3,0,0,0,PI( E20 32 C20 )PI,8,1,1,1,1
52643804,LV,LV0,LV00,56.42338394,25.40661227,7/7/09,1,WGS84,5,56.42336,25.4066,62,3,1,C20,C22,5,8,,0,2,U120,8,4,2,2,2,8,0,0,0,3,0,0,0,C20 C10,1,1,1,1,1
52683804,LV,LV0,LV00,56.41569938,25.47002976,3/7/09,1,WGS84,5,56.41571,25.47008,69,3,1,C30,C32,5,8,,0,2,U120,8,4,2,2,2,8,0,0,0,3,0,0,0,C30 C20 C10 31 E30,1,1,1,1,1
52723804,LV,LV0,LV00,56.40798385,25.53342376,3/7/09,1,WGS84,4,56.408,25.53346,131,3,1,B11,,5,8,,0,1,U111,8,2,0,0,2,5,0,0,0,3,0,0,0,B11 C10 24 E20 62 E20 10 E20 G10 01 B15,1,1,1,1,1
52763804,LV,LV0,LV00,56.40023735,25.59679419,7/7/09,1,WGS84,4,56.40025,25.59678,92,2,1,H12,,5,8,,0,2,U364,8,4,0,0,3,8,0,0,0,2,0,0,0,H12,1,1,1,1,1
52823804,LV,LV0,LV00,56.38855959,25.69180547,2/1/09,3,X,8888,88.888888,88.888888,8888,88888,1,D10,,4,8,,0,2,U364,8,2,1,0,3,8,0,0,0,3,0,0,0,PI( D10 C20 D10 )PI,8,2,2,2,2
52863804,LV,LV0,LV00,56.38073576,25.75511664,8/6/09,1,WGS84,3,56.38073,25.75512,96,2,1,B11,,5,8,,0,1,U111,8,4,0,0,2,5,0,0,0,3,0,0,0,B11 24 62 B23,1,1,1,1,1
52903804,LV,LV0,LV00,56.37288104,25.81840397,8/6/09,1,WGS84,6,56.3729,25.81839,105,2,1,C20,C21,4,8,,0,2,U120,8,4,2,2,2,8,0,0,0,3,0,0,0,C20 C10 C20,1,1,1,1,1
53003804,LV,LV0,LV00,56.35310918,25.97651748,29/05/2009,1,WGS84,5,56.35313,25.97654,103,3,3,E10,,5,8,,0,2,U120,8,2,1,0,2,8,0,0,0,3,0,0,0,E10 C10 G20 PI( C10 )PI,1,1,1,1,1
53043804,LV,LV0,LV00,56.34514646,26.03972076,29/05/2009,3,WGS84,5,56.33804,26.04175,86,802,1,C10,C1D,5,8,,0,2,U120,8,3,2,2,3,8,0,0,0,0,0,0,0,PI( C10 )PI,8,1,1,1,1
53083804,LV,LV0,LV00,56.33715293,26.10289987,29/05/2009,1,WGS84,3,56.33714,26.10289,92,2,1,E20,,5,8,,0,2,U111,8,3,0,0,1,3,0,0,0,1,2,2,1,E20 31 62 E20 24 E20 B15 31 B15,1,1,1,1,1
53183804,LV,LV0,LV00,56.31703442,26.26074132,1/7/09,1,WGS84,3,56.31704,26.26074,96,0,1,E20,,5,8,,0,2,U111,8,4,0,0,2,3,0,0,0,3,0,0,0,E20 61 E20 61 E10,1,1,1,1,1
53223804,LV,LV0,LV00,56.30893319,26.32383519,1/7/09,1,WGS84,4,56.30893,26.32387,103,2,1,C10,C1D,4,8,,0,2,U120,8,3,2,2,2,8,0,0,0,3,0,0,0,C10 C30 01 62 01 31 E20,1,1,1,1,1
53263804,LV,LV0,LV00,56.30080124,26.38690454,1/7/09,1,WGS84,3,56.3008,26.38691,103,0,1,E20,,5,8,,0,2,U111,8,3,0,0,2,3,0,0,0,2,0,0,0,E20 B11,1,1,1,1,1
53363804,LV,LV0,LV00,56.28033705,26.54447014,28/06/2009,3,WGS84,6,56.28111,26.5453,99,100,1,C10,C1D,5,8,,0,2,U120,8,3,2,2,3,8,0,0,0,3,0,0,0,PI( C10 D10 )PI,8,1,1,1,1
53403804,LV,LV0,LV00,56.2720977,26.60745308,28/06/2009,1,WGS84,5,56.27198,26.60773,101,18,1,C10,C1D,5,8,,0,2,U120,8,4,2,2,2,8,0,0,0,3,0,0,0,C10 31 C10 E20 A E20 24 E20,1,1,1,1,1
53443804,LV,LV0,LV00,56.26382772,26.67041117,28/06/2009,1,WGS84,3,56.26383,26.67041,119,0,1,E10,,5,8,,0,2,U111,8,3,1,0,2,3,0,0,0,2,0,0,0,E10 E20,1,1,1,1,1
53543804,LV,LV0,LV00,56.24301883,26.82769716,30/06/2009,1,WGS84,4,56.24303,26.82767,154,2,1,C30,C32,5,8,,0,2,U120,8,3,2,2,2,8,0,0,0,3,0,0,0,C30 E20 24 C10 01 62 01 31 E20 C30 PI( D10 C30 )PI,1,1,1,1,1
53583804,LV,LV0,LV00,56.23464175,26.89056769,30/06/2009,1,WGS84,4,56.23466,26.89056,163,2,1,C30,C32,5,8,,0,2,U120,8,3,2,2,2,8,0,0,0,3,0,0,0,C30 C20 C30 31 C10,1,1,1,1,1
53623804,LV,LV0,LV00,56.22623412,26.95341303,30/06/2009,3,WGS84,5,56.22914,26.94588,149,568,1,C30,C32,5,8,,0,2,U120,8,4,2,2,3,8,0,0,0,3,0,0,0,PI( C30 )PI,8,1,1,1,1
53723804,LV,LV0,LV00,56.20508152,27.11041574,20/08/2009,1,WGS84,7,56.20507,27.11041,167,2,1,C20,C22,4,8,,0,2,U120,8,4,2,2,2,8,0,0,0,1,2,3,1,C20 C30,1,1,1,1,1
53763804,LV,LV0,LV00,56.19656712,27.17317237,20/08/2009,1,WGS84,4,56.19656,27.17317,157,1,1,C30,C32,5,8,,0,2,U120,8,3,2,2,2,8,0,0,0,2,0,0,0,C30 C10 E10 62 01 C30,1,1,1,1,1
53803804,LV,LV0,LV00,56.18802225,27.23590351,20/08/2009,3,WGS84,6,56.1966,27.22983,162,1030,1,C20,C22,5,8,,0,2,U120,8,3,2,2,3,8,0,0,0,3,0,0,0,PI( C20 E20 C20 E20 )PI,8,1,1,1,1
53843804,LV,LV0,LV00,56.17944694,27.29860907,20/08/2009,1,WGS84,5,56.1786,27.29856,151,95,1,H11,,5,8,,0,2,U400,8,3,0,0,3,8,0,0,0,3,0,0,0,H11 PI( H11 )PI,1,1,1,1,1
53903804,LV,LV0,LV00,56.16652694,27.39261929,19/08/2009,1,WGS84,3,56.16654,27.39262,177,1,1,C30,C32,5,8,,0,2,U120,8,3,2,2,2,8,0,0,0,3,0,0,0,C30 E20 31 E20,1,1,1,1,1
53943804,LV,LV0,LV00,56.15787561,27.4552606,19/08/2009,3,WGS84,5,56.15945,27.45052,181,342,1,C30,C32,5,8,,0,2,U120,8,2,2,2,3,8,0,0,0,3,0,0,0,PI( C30 E10 C30 E10 )PI,8,1,1,1,1
53983804,LV,LV0,LV00,56.14919391,27.51787609,2/8/09,1,WGS84,4,56.14945,27.5177,191,31,1,A11,,5,8,,0,1,U370,8,1,0,0,3,8,0,0,0,3,0,0,0,A C30 E20,1,1,1,1,1
54083804,LV,LV0,LV00,56.1273569,27.67430139,31/07/2009,3,WGS84,5,56.12899,27.66497,175,607,1,C10,C1D,5,8,,0,2,U400,8,2,2,2,3,8,0,0,0,3,0,0,0,PI( C10 E20 62 E20 D10 E20 D10 )PI,8,1,1,1,1
54123804,LV,LV0,LV00,56.11856905,27.73682595,31/07/2009,1,WGS84,3,56.11857,27.73681,169,1,1,E20,,5,8,,0,2,U400,8,3,0,0,2,8,0,0,0,3,0,0,0,E20,1,1,1,1,1
54163804,LV,LV0,LV00,56.10975092,27.79932438,31/07/2009,1,WGS84,3,56.10977,27.79933,174,2,1,E10,,5,8,,0,2,U400,8,1,0,0,2,8,0,0,0,3,0,0,0,E10 31 C10 PI( C10 E20 C10 )PI,1,1,1,1,1
50143806,LV,LV0,LV00,56.85915436,21.40525271,2/1/09,3,X,8888,88.888888,88.888888,8888,88888,1,C20,C22,5,8,,0,2,U120,8,4,2,2,3,8,0,0,0,3,0,0,0,PI( C20 61 C20 )PI,8,2,2,2,2
50323806,LV,LV0,LV00,56.83317529,21.69648682,16/05/2009,1,WGS84,3,56.83319,21.69649,61,1,1,E20,,5,8,,0,2,U111,8,3,0,0,2,3,0,0,0,1,2,1,1,E20 C10,1,1,1,1,1
50503806,LV,LV0,LV00,56.80654861,21.98734577,13/06/2009,1,WGS84,3,56.80655,21.98736,51,1,1,E10,,5,8,,0,2,U150,U112,3,2,2,2,3,0,0,0,2,0,0,0,E10 24 C30 C10 E20,1,1,1,1,1
50683806,LV,LV0,LV00,56.77927568,22.27782129,3/8/09,1,WGS84,3,56.77929,22.27783,73,1,1,B11,,5,8,,0,1,U111,8,3,0,0,2,3,0,0,0,2,0,0,0,B11 02 14 G20 PI( C10 )PI,1,1,1,1,1
50863806,LV,LV0,LV00,56.75135788,22.56790518,2/8/09,1,WGS84,5,56.75132,22.56782,111,7,1,C30,C32,5,8,,0,2,U120,U150,4,2,2,2,8,0,0,0,2,0,0,0,C30 02,1,1,1,1,1
51043806,LV,LV0,LV00,56.72279664,22.85758936,28/07/2009,1,WGS84,3,56.7228,22.8576,103,1,1,B52,,5,8,,0,1,U111,8,3,0,0,2,5,0,0,0,3,0,0,0,B52 E20 D10 C10 31 C10 PI( C10 )PI,1,1,1,1,1
51223806,LV,LV0,LV00,56.69359339,23.14686579,29/07/2009,1,WGS84,5,56.69358,23.14684,66,2,1,C20,C21,5,8,,0,2,U120,U150,3,2,2,2,8,0,0,0,3,0,0,0,C20 61 C30 15,1,1,1,1,1
51403806,LV,LV0,LV00,56.66374961,23.43572656,10/5/09,1,WGS84,6,56.66375,23.43574,1,1,1,B11,,5,8,,0,1,U111,8,3,0,0,2,5,0,0,0,2,0,0,0,B11 24 B11,1,1,1,1,1
51583806,LV,LV0,LV00,56.6332668,23.72416384,12/8/09,1,WGS84,4,56.63323,23.72394,5,15,1,G10,,5,8,,0,1,U130,U361,1,0,0,3,8,0,0,0,3,0,0,0,G10 A,1,1,1,1,1
51763806,LV,LV0,LV00,56.60214646,24.01216988,2/6/09,3,WGS84,4,56.60976,24.00394,5,986,1,E20,,5,8,,0,2,U111,8,4,0,0,3,3,0,0,0,3,0,0,0,PI( E20 14 31 14 31 14 E20 31 E20 )PI,8,1,1,1,1
51943806,LV,LV0,LV00,56.57039017,24.29973703,15/06/2009,1,WGS84,3,56.5704,24.29975,26,1,1,B32,,5,8,,0,1,U111,8,3,0,0,2,5,0,0,0,3,0,0,0,B32 B15,1,1,1,1,1
52123806,LV,LV0,LV00,56.53799947,24.58685774,25/06/2009,1,WGS84,3,56.538,24.58688,36,1,1,E20,,5,8,,0,2,U111,8,4,0,0,2,5,0,0,0,3,0,0,0,E20,1,1,1,1,1
52303806,LV,LV0,LV00,56.50497599,24.87352456,5/7/09,1,WGS84,6,56.50496,24.87348,29,3,1,C20,C22,5,8,,0,2,U120,8,4,2,2,2,8,0,0,0,3,0,0,0,C20 61 E30 C20,1,1,1,1,1
52483806,LV,LV0,LV00,56.47132134,25.15973013,8/7/09,1,WGS84,5,56.4713,25.15964,79,6,1,C20,C22,5,8,,0,2,U120,8,4,2,2,2,8,0,0,0,3,0,0,0,C20,1,1,1,1,1
52663806,LV,LV0,LV00,56.43703716,25.44546717,7/7/09,1,WGS84,7,56.43707,25.4454,66,5,1,C20,C22,5,8,,0,2,U120,8,4,2,2,2,8,0,0,0,3,0,0,0,C20 C10,1,1,1,1,1
52843806,LV,LV0,LV00,56.40212514,25.73072853,8/6/09,1,WGS84,6,56.4021,25.73071,93,3,1,C10,C1D,3,8,,0,2,U120,8,3,2,2,2,8,0,0,0,3,0,0,0,C10 D10 C10,1,1,1,1,1
53023806,LV,LV0,LV00,56.36658696,26.01550714,29/05/2009,1,WGS84,4,56.36659,26.01545,45,4,1,C20,C22,4,8,,0,2,U120,8,3,2,2,2,8,0,0,0,3,0,0,0,C20 C30,1,1,1,1,1
53203806,LV,LV0,LV00,56.33042434,26.29979603,1/7/09,1,WGS84,3,56.33042,26.29978,97,1,1,E20,,5,8,,0,2,U111,8,3,0,0,2,3,0,0,0,2,0,0,0,E20 31 E20,1,1,1,1,1
53383806,LV,LV0,LV00,56.29363903,26.58358835,28/06/2009,1,WGS84,4,56.29364,26.58359,116,1,1,C30,C32,4,8,,0,2,U120,8,4,2,2,2,8,0,0,0,2,0,0,0,C30 C20,1,1,1,1,1
53563806,LV,LV0,LV00,56.25623277,26.86687733,30/06/2009,1,WGS84,5,56.25624,26.86689,155,1,1,C10,C1D,5,8,,0,2,U120,8,4,2,2,2,8,0,0,0,1,2,2,1,C10 31 C30,1,1,1,1,1
53743806,LV,LV0,LV00,56.21820737,27.14965632,2/1/09,3,X,8888,88.888888,88.888888,8888,88888,1,H11,,4,8,,0,2,U400,8,2,0,0,3,8,0,0,0,3,0,0,0,PI( H11 C20 E20 61 E20 )PI,8,2,2,2,2
53923806,LV,LV0,LV00,56.17956462,27.43191875,19/08/2009,1,WGS84,4,56.17956,27.43192,190,1,1,B11,,1,8,,0,1,U111,8,3,0,0,2,5,0,0,0,2,0,0,0,B11 C10 41 C10 B11 01 61 E20 C10,1,1,1,1,1
54043806,LV,LV0,LV00,56.15346071,27.61980354,31/07/2009,3,WGS84,5,56.14757,27.63565,176,1180,1,G10,,5,8,,0,1,U130,U361,4,0,0,3,8,0,0,0,3,0,0,0,PI( G10 E20 14 E20 10 E10 )PI,8,1,1,1,1
54103806,LV,LV0,LV00,56.14030634,27.71365818,31/07/2009,1,WGS84,5,56.14032,27.71364,173,1,1,C30,C32,5,8,,0,2,U120,8,3,2,2,2,8,0,0,0,3,0,0,0,C30,1,1,1,1,1
50063808,LV,LV0,LV00,56.88821081,21.28101421,2/1/09,3,X,8888,88.888888,88.888888,8888,88888,1,C10,C1D,5,8,,0,2,U120,8,3,2,2,3,8,0,0,0,3,0,0,0,PI( C10 61 E20 62 E20 C10 )PI,8,2,2,2,2
50103808,LV,LV0,LV00,56.88255482,21.3458303,23/07/2009,1,WGS84,5,56.88255,21.34584,31,2,1,C20,C22,5,8,,0,2,U120,8,4,2,2,2,8,0,0,0,3,0,0,0,C20 61 C20,1,1,1,1,1
50183808,LV,LV0,LV00,56.87114663,21.47540821,2/1/09,3,X,8888,88.888888,88.888888,8888,88888,1,C20,C22,5,8,,0,2,U120,8,3,2,2,3,8,0,0,0,3,0,0,0,PI( C20 E20 C20 )PI,8,2,2,2,2
50243808,LV,LV0,LV00,56.86250636,21.57254382,17/06/2009,1,WGS84,3,56.86251,21.57254,35,1,1,E10,,5,8,,0,2,U112,8,3,1,0,2,3,0,0,0,3,0,0,0,E10 E20,1,1,1,1,1
50283808,LV,LV0,LV00,56.85670614,21.63727794,16/06/2009,1,WGS84,8,56.85672,21.63729,66,1,1,C30,C32,5,8,,0,2,U120,8,3,2,2,2,8,0,0,0,3,0,0,0,C30,1,1,1,1,1
50363808,LV,LV0,LV00,56.84500968,21.7666907,21/06/2009,1,WGS84,4,56.84501,21.7667,57,1,1,C10,C15,5,8,,0,2,U361,8,2,2,2,2,8,0,0,0,3,0,0,0,C10 E30 G20 E30 G20 C10 E30 C10 G20 C10 PI( C10 E30 )PI,1,1,1,1,1
50423808,LV,LV0,LV00,56.83615338,21.86370136,13/06/2009,1,WGS84,3,56.83615,21.8637,84,1,1,E20,,5,8,,0,2,U112,8,2,0,0,2,5,0,0,0,3,0,0,0,E20 C10 PI( C10 )PI,1,1,1,1,1
50463808,LV,LV0,LV00,56.83020922,21.92835166,13/06/2009,2,WGS84,3,56.83047,21.9303,63,122,1,B14,,5,8,,0,1,U111,8,3,0,0,2,5,0,0,0,2,0,0,0,B14 C10 01 62 01 11 24 E20,1,1,1,1,1
50543808,LV,LV0,LV00,56.8182251,22.05759556,12/6/09,1,WGS84,3,56.81821,22.05763,37,2,1,B32,,5,8,,0,1,U111,U150,3,0,0,2,3,0,0,0,3,0,0,0,B32 E30 C20 31 C30,1,1,1,1,1
50603808,LV,LV0,LV00,56.80915322,22.1544785,8/6/09,3,WGS84,5,56.81485,22.16437,27,873,1,C20,C22,5,8,,0,2,U120,8,3,2,2,3,8,0,0,0,3,0,0,0,PI( C20 )PI,8,1,1,1,1
50643808,LV,LV0,LV00,56.80306544,22.21904315,8/6/09,1,WGS84,3,56.80306,22.21909,51,2,1,C30,C32,5,8,,0,2,U120,8,3,2,2,2,8,0,0,0,3,0,0,0,C30 C10 C20 C30,1,1,1,1,1
50723808,LV,LV0,LV00,56.79079425,22.34811452,3/8/09,3,WGS84,4,56.79184,22.34585,95,180,1,C30,C32,5,8,,0,2,U120,8,4,2,2,3,8,0,0,0,3,0,0,0,PI( C30 )PI,8,1,1,1,1
50783808,LV,LV0,LV00,56.78150727,22.444867,2/8/09,1,WGS84,5,56.78148,22.44491,134,4,1,C30,C32,5,8,,0,2,U120,8,3,2,2,2,8,0,0,0,3,0,0,0,C30 61 D10 C10 B13,1,1,1,1,1
50823808,LV,LV0,LV00,56.77527616,22.50934418,2/8/09,1,WGS84,4,56.77533,22.5094,107,6,2,B32,,5,8,,0,1,U111,8,3,0,0,2,3,0,0,0,2,0,0,0,B32 01 B11,1,1,1,1,1
50903808,LV,LV0,LV00,56.76271854,22.6382394,29/07/2009,1,WGS84,3,56.7627,22.63824,106,2,1,E30,,5,8,,0,2,U112,8,4,0,0,2,3,0,0,0,2,0,0,0,E30,1,1,1,1,1
50963808,LV,LV0,LV00,56.75321692,22.73485872,29/07/2009,1,WGS84,4,56.75321,22.73487,118,1,1,C10,C1D,4,8,,0,2,U120,8,3,2,2,2,8,0,0,0,3,0,0,0,C10 31 C10 01 62 01 14 24 C30 61 C10,1,1,1,1,1
51003808,LV,LV0,LV00,56.7468428,22.79924663,29/07/2009,1,WGS84,6,56.74686,22.79924,95,2,1,C10,C1D,5,8,,0,2,U120,8,3,2,2,2,8,0,0,0,3,0,0,0,C10 PI( C30 )PI,1,1,1,1,1
51083808,LV,LV0,LV00,56.73399939,22.92796211,28/07/2009,1,WGS84,3,56.734,22.92794,96,1,1,B11,,5,8,,0,1,U111,8,4,0,0,2,3,0,0,0,2,0,0,0,B11,1,1,1,1,1
51143808,LV,LV0,LV00,56.7242836,23.02444559,14/05/2009,1,WGS84,3,56.72429,23.02445,68,1,1,E20,,5,8,,0,2,U111,8,3,0,0,2,5,0,0,0,3,0,0,0,E20 C10 G20 C10 E20 62,1,1,1,1,1
51183808,LV,LV0,LV00,56.71776681,23.08874244,2/1/09,3,X,8888,88.888888,88.888888,8888,88888,1,C20,C22,5,8,,0,2,U120,8,3,2,2,3,8,0,0,0,3,0,0,0,PI( C20 31 C20 )PI,8,2,2,2,2
51263808,LV,LV0,LV00,56.70463825,23.21727463,29/07/2009,1,WGS84,3,56.70464,23.21728,75,0,1,B11,,5,8,,0,1,U111,U150,3,0,0,2,3,0,0,0,2,0,0,0,B11,1,1,1,1,1
51323808,LV,LV0,LV00,56.69470879,23.31361962,29/07/2009,1,WGS84,3,56.69471,23.31361,31,0,1,B13,,5,8,,0,1,U111,8,3,0,0,2,3,0,0,0,3,0,0,0,B13 B32,1,1,1,1,1
51363808,LV,LV0,LV00,56.68804964,23.37782366,9/8/09,1,WGS84,3,56.68804,23.37781,17,1,1,B11,,5,8,,0,1,U111,8,4,0,0,2,3,0,0,0,2,0,0,0,B11,1,1,1,1,1
51443808,LV,LV0,LV00,56.67463659,23.50616906,16/08/2009,1,WGS84,8,56.67466,23.50625,19,2,1,C30,C32,5,8,,0,2,U120,8,3,2,2,2,8,0,0,0,1,2,4,1,C30 31 C30 02 63,1,1,1,1,1
51503808,LV,LV0,LV00,56.66449396,23.60237294,9/9/09,3,WGS84,7,56.66814,23.60854,-9,554,1,C20,C22,5,8,,0,2,U120,8,3,2,2,3,8,0,0,0,3,0,0,0,PI( C20 31 C20 )PI,8,1,1,1,1
51543808,LV,LV0,LV00,56.65769279,23.66648242,10/9/09,1,WGS84,5,56.65772,23.66653,1,2,1,E20,,5,8,,0,2,U111,8,3,0,0,2,3,0,0,0,2,0,0,0,E20 61 E20 62 01 11 E10 24 E10 E30,1,1,1,1,1
51623808,LV,LV0,LV00,56.64399593,23.79463757,2/6/09,1,WGS84,3,56.64399,23.79462,-3,0,1,E20,,5,8,,0,2,U111,8,4,0,0,2,3,0,0,0,3,0,0,0,E20 10 E20 31 E20 71 D10 G10,1,1,1,1,1
